,line_id,name,shortName,mode,networkId,impactedObjects,file_lastUpdatedDate
577,line:IDFM:C01729,E,E,RapidTransit,network:IDFM:71,"[{'disruptionIds': ['030b5b7e-ab8a-11ef-a448-0a58a9feac02', '2ace4b4a-ab89-11ef-a448-0a58a9feac02', '17094660-abd8-11ef-b233-0a58a9feac02', '0e838d66-abe7-11ef-b233-0a58a9feac02', '18694834-ab7e-11ef-b233-0a58a9feac02', '422a5650-b253-11ef-ab9b-0a58a9feac02', 'c1c003b2-b3a5-11ef-a448-0a58a9feac02', '7f903e48-b095-11ef-a448-0a58a9feac02', 'd73f09ca-abe6-11ef-a448-0a58a9feac02', '7f1d1306-abc6-11ef-a448-0a58a9feac02', '4322ec26-b09a-11ef-a448-0a58a9feac02', 'a674a3de-b093-11ef-ab9b-0a58a9feac02', 'aa07fdb4-abc2-11ef-ab9b-0a58a9feac02', '9a101266-b09f-11ef-ab9b-0a58a9feac02', 'c8042f50-ad74-11ef-845d-0a58a9feac02', '23c28810-ab8a-11ef-a448-0a58a9feac02', 'e9a61e6e-b3cf-11ef-845d-0a58a9feac02', 'dca91880-b3d2-11ef-845d-0a58a9feac02'], 'id': 'line:IDFM:C01729', 'name': 'E', 'type': 'line'}, {'disruptionIds': ['030b5b7e-ab8a-11ef-a448-0a58a9feac02', '17094660-abd8-11ef-b233-0a58a9feac02', '0e838d66-abe7-11ef-b233-0a58a9feac02', '18694834-ab7e-11ef-b233-0a58a9feac02', 'c1c003b2-b3a5-11ef-a448-0a58a9feac02', '7f903e48-b095-11ef-a448-0a58a9feac02', 'd73f09ca-abe6-11ef-a448-0a58a9feac02', '7f1d1306-abc6-11ef-a448-0a58a9feac02', '9a101266-b09f-11ef-ab9b-0a58a9feac02', 'c8042f50-ad74-11ef-845d-0a58a9feac02', '23c28810-ab8a-11ef-a448-0a58a9feac02', 'dca91880-b3d2-11ef-845d-0a58a9feac02'], 'id': 'stop_point:IDFM:monomodalStopPlace:58718', 'name': 'Haussmann Saint-Lazare', 'type': 'stop_point'}, {'disruptionIds': ['030b5b7e-ab8a-11ef-a448-0a58a9feac02', '17094660-abd8-11ef-b233-0a58a9feac02', 'c1c003b2-b3a5-11ef-a448-0a58a9feac02', 'd73f09ca-abe6-11ef-a448-0a58a9feac02', '9a101266-b09f-11ef-ab9b-0a58a9feac02'], 'id': 'stop_point:IDFM:monomodalStopPlace:47877', 'name': 'Rosny-sous-Bois', 'type': 'stop_point'}, {'disruptionIds': ['030b5b7e-ab8a-11ef-a448-0a58a9feac02', '17094660-abd8-11ef-b233-0a58a9feac02', '0e838d66-abe7-11ef-b233-0a58a9feac02', '18694834-ab7e-11ef-b233-0a58a9feac02', 'c1c003b2-b3a5-11ef-a448-0a58a9feac02', '7f903e48-b095-11ef-a448-0a58a9feac02', 'd73f09ca-abe6-11ef-a448-0a58a9feac02', '7f1d1306-abc6-11ef-a448-0a58a9feac02', '9a101266-b09f-11ef-ab9b-0a58a9feac02', 'c8042f50-ad74-11ef-845d-0a58a9feac02', '23c28810-ab8a-11ef-a448-0a58a9feac02'], 'id': 'stop_point:IDFM:monomodalStopPlace:43176', 'name': 'Pantin', 'type': 'stop_point'}, {'disruptionIds': ['030b5b7e-ab8a-11ef-a448-0a58a9feac02', '17094660-abd8-11ef-b233-0a58a9feac02', 'c1c003b2-b3a5-11ef-a448-0a58a9feac02', 'd73f09ca-abe6-11ef-a448-0a58a9feac02', '9a101266-b09f-11ef-ab9b-0a58a9feac02'], 'id': 'stop_point:IDFM:monomodalStopPlace:58267', 'name': 'Les Boullereaux Champigny', 'type': 'stop_point'}, {'disruptionIds': ['030b5b7e-ab8a-11ef-a448-0a58a9feac02', '17094660-abd8-11ef-b233-0a58a9feac02', '0e838d66-abe7-11ef-b233-0a58a9feac02', '18694834-ab7e-11ef-b233-0a58a9feac02', 'c1c003b2-b3a5-11ef-a448-0a58a9feac02', '7f903e48-b095-11ef-a448-0a58a9feac02', 'd73f09ca-abe6-11ef-a448-0a58a9feac02', '7f1d1306-abc6-11ef-a448-0a58a9feac02', '9a101266-b09f-11ef-ab9b-0a58a9feac02', 'c8042f50-ad74-11ef-845d-0a58a9feac02', '23c28810-ab8a-11ef-a448-0a58a9feac02'], 'id': 'stop_point:IDFM:monomodalStopPlace:44201', 'name': 'Noisy-le-Sec', 'type': 'stop_point'}, {'disruptionIds': ['030b5b7e-ab8a-11ef-a448-0a58a9feac02', '17094660-abd8-11ef-b233-0a58a9feac02', 'c1c003b2-b3a5-11ef-a448-0a58a9feac02', 'd73f09ca-abe6-11ef-a448-0a58a9feac02', '9a101266-b09f-11ef-ab9b-0a58a9feac02'], 'id': 'stop_point:IDFM:monomodalStopPlace:46552', 'name': 'Nogent - Le Perreux', 'type': 'stop_point'}, {'disruptionIds': ['030b5b7e-ab8a-11ef-a448-0a58a9feac02', '17094660-abd8-11ef-b233-0a58a9feac02', 'c1c003b2-b3a5-11ef-a448-0a58a9feac02', 'd73f09ca-abe6-11ef-a448-0a58a9feac02', '9a101266-b09f-11ef-ab9b-0a58a9feac02'], 'id': 'stop_point:IDFM:monomodalStopPlace:43223', 'name': 'Villiers-sur-Marne - Le Plessis-Trévise', 'type': 'stop_point'}, {'disruptionIds': ['030b5b7e-ab8a-11ef-a448-0a58a9feac02', '17094660-abd8-11ef-b233-0a58a9feac02', '0e838d66-abe7-11ef-b233-0a58a9feac02', '18694834-ab7e-11ef-b233-0a58a9feac02', 'c1c003b2-b3a5-11ef-a448-0a58a9feac02', '7f903e48-b095-11ef-a448-0a58a9feac02', 'd73f09ca-abe6-11ef-a448-0a58a9feac02', '7f1d1306-abc6-11ef-a448-0a58a9feac02', '9a101266-b09f-11ef-ab9b-0a58a9feac02', 'c8042f50-ad74-11ef-845d-0a58a9feac02', '23c28810-ab8a-11ef-a448-0a58a9feac02'], 'id': 'stop_point:IDFM:monomodalStopPlace:58498', 'name': 'Rosa Parks', 'type': 'stop_point'}, {'disruptionIds': ['030b5b7e-ab8a-11ef-a448-0a58a9feac02', '17094660-abd8-11ef-b233-0a58a9feac02', '0e838d66-abe7-11ef-b233-0a58a9feac02', '18694834-ab7e-11ef-b233-0a58a9feac02', 'c1c003b2-b3a5-11ef-a448-0a58a9feac02', '7f903e48-b095-11ef-a448-0a58a9feac02', 'd73f09ca-abe6-11ef-a448-0a58a9feac02', '7f1d1306-abc6-11ef-a448-0a58a9feac02', '9a101266-b09f-11ef-ab9b-0a58a9feac02', 'c8042f50-ad74-11ef-845d-0a58a9feac02', '23c28810-ab8a-11ef-a448-0a58a9feac02', 'dca91880-b3d2-11ef-845d-0a58a9feac02'], 'id': 'stop_point:IDFM:monomodalStopPlace:58572', 'name': 'Magenta', 'type': 'stop_point'}, {'disruptionIds': ['030b5b7e-ab8a-11ef-a448-0a58a9feac02', '17094660-abd8-11ef-b233-0a58a9feac02', 'c1c003b2-b3a5-11ef-a448-0a58a9feac02', 'd73f09ca-abe6-11ef-a448-0a58a9feac02', '9a101266-b09f-11ef-ab9b-0a58a9feac02'], 'id': 'stop_point:IDFM:monomodalStopPlace:47900', 'name': 'Val de Fontenay', 'type': 'stop_point'}, {'disruptionIds': ['030b5b7e-ab8a-11ef-a448-0a58a9feac02', '17094660-abd8-11ef-b233-0a58a9feac02', 'c1c003b2-b3a5-11ef-a448-0a58a9feac02', 'd73f09ca-abe6-11ef-a448-0a58a9feac02', '9a101266-b09f-11ef-ab9b-0a58a9feac02'], 'id': 'stop_point:IDFM:monomodalStopPlace:42356', 'name': 'Rosny Bois Perrier', 'type': 'stop_point'}, {'disruptionIds': ['030b5b7e-ab8a-11ef-a448-0a58a9feac02', '17094660-abd8-11ef-b233-0a58a9feac02', 'c1c003b2-b3a5-11ef-a448-0a58a9feac02', 'd73f09ca-abe6-11ef-a448-0a58a9feac02', '9a101266-b09f-11ef-ab9b-0a58a9feac02'], 'id': 'stop_point:IDFM:monomodalStopPlace:58288', 'name': 'Les Yvris Noisy-le-Grand', 'type': 'stop_point'}, {'disruptionIds': ['030b5b7e-ab8a-11ef-a448-0a58a9feac02', '17094660-abd8-11ef-b233-0a58a9feac02', 'c1c003b2-b3a5-11ef-a448-0a58a9feac02', 'd73f09ca-abe6-11ef-a448-0a58a9feac02', '9a101266-b09f-11ef-ab9b-0a58a9feac02'], 'id': 'stop_point:IDFM:monomodalStopPlace:43208', 'name': 'Tournan', 'type': 'stop_point'}, {'disruptionIds': ['030b5b7e-ab8a-11ef-a448-0a58a9feac02', '17094660-abd8-11ef-b233-0a58a9feac02', 'c1c003b2-b3a5-11ef-a448-0a58a9feac02', 'd73f09ca-abe6-11ef-a448-0a58a9feac02', '9a101266-b09f-11ef-ab9b-0a58a9feac02'], 'id': 'stop_point:IDFM:monomodalStopPlace:43131', 'name': 'Gretz-Armainvilliers', 'type': 'stop_point'}, {'disruptionIds': ['030b5b7e-ab8a-11ef-a448-0a58a9feac02', '17094660-abd8-11ef-b233-0a58a9feac02', 'c1c003b2-b3a5-11ef-a448-0a58a9feac02', 'd73f09ca-abe6-11ef-a448-0a58a9feac02', '9a101266-b09f-11ef-ab9b-0a58a9feac02'], 'id': 'stop_point:IDFM:monomodalStopPlace:43074', 'name': 'Émerainville - Pontault-Combault', 'type': 'stop_point'}, {'disruptionIds': ['030b5b7e-ab8a-11ef-a448-0a58a9feac02', '17094660-abd8-11ef-b233-0a58a9feac02', 'c1c003b2-b3a5-11ef-a448-0a58a9feac02', 'd73f09ca-abe6-11ef-a448-0a58a9feac02', '9a101266-b09f-11ef-ab9b-0a58a9feac02'], 'id': 'stop_point:IDFM:monomodalStopPlace:46568', 'name': 'Roissy-en-Brie', 'type': 'stop_point'}, {'disruptionIds': ['030b5b7e-ab8a-11ef-a448-0a58a9feac02', '17094660-abd8-11ef-b233-0a58a9feac02', 'c1c003b2-b3a5-11ef-a448-0a58a9feac02', 'd73f09ca-abe6-11ef-a448-0a58a9feac02', '9a101266-b09f-11ef-ab9b-0a58a9feac02'], 'id': 'stop_point:IDFM:monomodalStopPlace:462901', 'name': 'Ozoir-la-Ferrière', 'type': 'stop_point'}, {'disruptionIds': ['0e838d66-abe7-11ef-b233-0a58a9feac02', '18694834-ab7e-11ef-b233-0a58a9feac02', '7f903e48-b095-11ef-a448-0a58a9feac02', '7f1d1306-abc6-11ef-a448-0a58a9feac02', 'a674a3de-b093-11ef-ab9b-0a58a9feac02', 'c8042f50-ad74-11ef-845d-0a58a9feac02', '23c28810-ab8a-11ef-a448-0a58a9feac02'], 'id': 'stop_point:IDFM:monomodalStopPlace:58879', 'name': 'Chelles - Gournay', 'type': 'stop_point'}, {'disruptionIds': ['030b5b7e-ab8a-11ef-a448-0a58a9feac02', '17094660-abd8-11ef-b233-0a58a9feac02', '7f903e48-b095-11ef-a448-0a58a9feac02', '9a101266-b09f-11ef-ab9b-0a58a9feac02', 'c8042f50-ad74-11ef-845d-0a58a9feac02', '23c28810-ab8a-11ef-a448-0a58a9feac02', 'dca91880-b3d2-11ef-845d-0a58a9feac02'], 'id': 'stop_point:IDFM:monomodalStopPlace:470549', 'name': 'La Défense', 'type': 'stop_point'}, {'disruptionIds': ['030b5b7e-ab8a-11ef-a448-0a58a9feac02', '17094660-abd8-11ef-b233-0a58a9feac02', '7f903e48-b095-11ef-a448-0a58a9feac02', '9a101266-b09f-11ef-ab9b-0a58a9feac02', 'c8042f50-ad74-11ef-845d-0a58a9feac02', '23c28810-ab8a-11ef-a448-0a58a9feac02', 'dca91880-b3d2-11ef-845d-0a58a9feac02'], 'id': 'stop_point:IDFM:monomodalStopPlace:415093', 'name': 'Neuilly Porte Maillot', 'type': 'stop_point'}, {'disruptionIds': ['0e838d66-abe7-11ef-b233-0a58a9feac02', '18694834-ab7e-11ef-b233-0a58a9feac02', '7f903e48-b095-11ef-a448-0a58a9feac02', '7f1d1306-abc6-11ef-a448-0a58a9feac02', 'a674a3de-b093-11ef-ab9b-0a58a9feac02', 'c8042f50-ad74-11ef-845d-0a58a9feac02', '23c28810-ab8a-11ef-a448-0a58a9feac02'], 'id': 'stop_point:IDFM:monomodalStopPlace:47901', 'name': 'Le Raincy - Villemomble - Montfermeil', 'type': 'stop_point'}, {'disruptionIds': ['0e838d66-abe7-11ef-b233-0a58a9feac02', '18694834-ab7e-11ef-b233-0a58a9feac02', '7f903e48-b095-11ef-a448-0a58a9feac02', '7f1d1306-abc6-11ef-a448-0a58a9feac02', 'a674a3de-b093-11ef-ab9b-0a58a9feac02', 'c8042f50-ad74-11ef-845d-0a58a9feac02', '23c28810-ab8a-11ef-a448-0a58a9feac02'], 'id': 'stop_point:IDFM:monomodalStopPlace:43127', 'name': 'Le Chénay Gagny', 'type': 'stop_point'}, {'disruptionIds': ['0e838d66-abe7-11ef-b233-0a58a9feac02', '18694834-ab7e-11ef-b233-0a58a9feac02', '7f903e48-b095-11ef-a448-0a58a9feac02', '7f1d1306-abc6-11ef-a448-0a58a9feac02', 'c8042f50-ad74-11ef-845d-0a58a9feac02', '23c28810-ab8a-11ef-a448-0a58a9feac02'], 'id': 'stop_point:IDFM:monomodalStopPlace:43096', 'name': 'Bondy', 'type': 'stop_point'}, {'disruptionIds': ['0e838d66-abe7-11ef-b233-0a58a9feac02', '18694834-ab7e-11ef-b233-0a58a9feac02', '7f903e48-b095-11ef-a448-0a58a9feac02', '7f1d1306-abc6-11ef-a448-0a58a9feac02', 'a674a3de-b093-11ef-ab9b-0a58a9feac02', 'c8042f50-ad74-11ef-845d-0a58a9feac02', '23c28810-ab8a-11ef-a448-0a58a9feac02'], 'id': 'stop_point:IDFM:monomodalStopPlace:43044', 'name': 'Gagny', 'type': 'stop_point'}, {'disruptionIds': ['030b5b7e-ab8a-11ef-a448-0a58a9feac02', '17094660-abd8-11ef-b233-0a58a9feac02', '7f903e48-b095-11ef-a448-0a58a9feac02', '9a101266-b09f-11ef-ab9b-0a58a9feac02', 'c8042f50-ad74-11ef-845d-0a58a9feac02', '23c28810-ab8a-11ef-a448-0a58a9feac02', 'dca91880-b3d2-11ef-845d-0a58a9feac02'], 'id': 'stop_point:IDFM:monomodalStopPlace:487011', 'name': 'Nanterre-La-Folie', 'type': 'stop_point'}]",2024-12-06T13:50:22.638Z
578,line:IDFM:C00245,2101,2101,Bus,network:IDFM:1072,"[{'disruptionIds': ['710885ce-b26b-11ef-ab9b-0a58a9feac02', '9f635774-9d39-11ef-90f2-0a58a9feac02'], 'id': 'line:IDFM:C00245', 'name': '2101', 'type': 'line'}]",2024-12-06T13:50:22.638Z
579,line:IDFM:C00251,2108,2108,Bus,network:IDFM:1072,"[{'disruptionIds': ['710885ce-b26b-11ef-ab9b-0a58a9feac02'], 'id': 'line:IDFM:C00251', 'name': '2108', 'type': 'line'}]",2024-12-06T13:50:22.638Z
580,line:IDFM:C00659,2120,2120,Bus,network:IDFM:1072,"[{'disruptionIds': ['8614c742-9df4-11ef-a448-0a58a9feac02', 'aebfa3ea-4e60-11ee-a63f-0a58a9feac02'], 'id': 'line:IDFM:C00659', 'name': '2120', 'type': 'line'}]",2024-12-06T13:50:22.638Z
581,line:IDFM:C00202,2121,2121,Bus,network:IDFM:1072,"[{'disruptionIds': ['d6c8d3aa-9df3-11ef-845d-0a58a9feac02'], 'id': 'line:IDFM:C00202', 'name': '2121', 'type': 'line'}]",2024-12-06T13:50:22.638Z
582,line:IDFM:C00203,2122,2122,Bus,network:IDFM:1072,"[{'disruptionIds': ['f69c2af0-4f2a-11ef-91e9-0a58a9feac02'], 'id': 'line:IDFM:C00203', 'name': '2122', 'type': 'line'}]",2024-12-06T13:50:22.638Z
583,line:IDFM:C00204,2123,2123,Bus,network:IDFM:1072,"[{'disruptionIds': ['31d50078-978e-11ef-aca5-0a58a9feac02', '4343c026-74dc-11ef-8057-0a58a9feac02'], 'id': 'line:IDFM:C00204', 'name': '2123', 'type': 'line'}]",2024-12-06T13:50:22.638Z
584,line:IDFM:C00221,2127,2127,Bus,network:IDFM:1072,"[{'disruptionIds': ['8e2768b0-978f-11ef-984a-0a58a9feac02', 'f69c2af0-4f2a-11ef-91e9-0a58a9feac02'], 'id': 'line:IDFM:C00221', 'name': '2127', 'type': 'line'}]",2024-12-06T13:50:22.638Z
585,line:IDFM:C00656,2128,2128,Bus,network:IDFM:1072,"[{'disruptionIds': ['88adb502-9153-11ef-aca5-0a58a9feac02', 'f6240b94-9df2-11ef-a448-0a58a9feac02'], 'id': 'line:IDFM:C00656', 'name': '2128', 'type': 'line'}]",2024-12-06T13:50:22.638Z
586,line:IDFM:C02702,2161,2161,Bus,network:IDFM:1072,"[{'disruptionIds': ['9f635774-9d39-11ef-90f2-0a58a9feac02'], 'id': 'line:IDFM:C02702', 'name': '2161', 'type': 'line'}]",2024-12-06T13:50:22.638Z
587,line:IDFM:C02703,2162,2162,Bus,network:IDFM:1072,"[{'disruptionIds': ['9f635774-9d39-11ef-90f2-0a58a9feac02'], 'id': 'line:IDFM:C02703', 'name': '2162', 'type': 'line'}]",2024-12-06T13:50:22.638Z
588,line:IDFM:C01777,2168,2168,Bus,network:IDFM:1072,"[{'disruptionIds': ['1890478a-9df1-11ef-90f2-0a58a9feac02'], 'id': 'line:IDFM:C01777', 'name': '2168', 'type': 'line'}]",2024-12-06T13:50:22.638Z
589,line:IDFM:C01779,2171,2171,Bus,network:IDFM:1072,"[{'disruptionIds': ['fe6ea930-74d5-11ef-a0d3-0a58a9feac02'], 'id': 'line:IDFM:C01779', 'name': '2171', 'type': 'line'}]",2024-12-06T13:50:22.638Z
590,line:IDFM:C00225,2176,2176,Bus,network:IDFM:1072,"[{'disruptionIds': ['8ebb59dc-750a-11ef-ab99-0a58a9feac02'], 'id': 'line:IDFM:C00225', 'name': '2176', 'type': 'line'}]",2024-12-06T13:50:22.638Z
591,line:IDFM:C00191,11,11,Bus,network:IDFM:1071,"[{'disruptionIds': ['bb25aad8-acda-11ef-b233-0a58a9feac02'], 'id': 'line:IDFM:C00191', 'name': '11', 'type': 'line'}]",2024-12-06T13:50:22.638Z
592,line:IDFM:C00609,22,22,Bus,network:IDFM:1071,"[{'disruptionIds': ['4d0ff71e-84d6-11ef-b8e5-0a58a9feac02', 'e19e6bbc-a8c2-11ef-a448-0a58a9feac02'], 'id': 'line:IDFM:C00609', 'name': '22', 'type': 'line'}]",2024-12-06T13:50:22.638Z
593,line:IDFM:C02059,27,27,Bus,network:IDFM:1071,"[{'disruptionIds': ['05710638-79b3-11ef-bc51-0a58a9feac02', '2cfa6d72-6e7b-11ef-bc51-0a58a9feac02', '4d0ff71e-84d6-11ef-b8e5-0a58a9feac02', '6c282a82-7b3e-11ef-a193-0a58a9feac02', '95e9773c-acc0-11ef-a448-0a58a9feac02', 'e19e6bbc-a8c2-11ef-a448-0a58a9feac02', 'f98bf76c-75cd-11ef-bc51-0a58a9feac02'], 'id': 'line:IDFM:C02059', 'name': '27', 'type': 'line'}]",2024-12-06T13:50:22.638Z
594,line:IDFM:C00208,31,31,Bus,network:IDFM:1071,"[{'disruptionIds': ['778becee-92d4-11ef-8d26-0a58a9feac02'], 'id': 'line:IDFM:C00208', 'name': '31', 'type': 'line'}]",2024-12-06T13:50:22.638Z
595,line:IDFM:C00264,9501,9501,Bus,network:IDFM:1071,"[{'disruptionIds': ['5fbe04b4-f5ac-11ee-8953-0a58a9feac02'], 'id': 'line:IDFM:C00264', 'name': '9501', 'type': 'line'}]",2024-12-06T13:50:22.638Z
596,line:IDFM:C00265,9502,9502,Bus,network:IDFM:1071,"[{'disruptionIds': ['7ef4b712-b189-11ef-90f2-0a58a9feac02'], 'id': 'line:IDFM:C00265', 'name': '9502', 'type': 'line'}]",2024-12-06T13:50:22.638Z
597,line:IDFM:C00223,EX 93,EX 93,Bus,network:IDFM:1071,"[{'disruptionIds': ['4946fbaa-8ba7-11ef-aca5-0a58a9feac02'], 'id': 'line:IDFM:C00223', 'name': 'EX 93', 'type': 'line'}]",2024-12-06T13:50:22.638Z
598,line:IDFM:C01432,Filéo Goussainville (sur réservation),Filéo GSV,Bus,network:IDFM:1071,"[{'disruptionIds': ['6b3d4450-ef95-4122-8729-06f472849c7f'], 'id': 'line:IDFM:C01432', 'name': 'Filéo Goussainville (sur réservation)', 'type': 'line'}]",2024-12-06T13:50:22.638Z
599,line:IDFM:C01429,Filéo Othis (sur réservation),Filéo OTH,Bus,network:IDFM:1071,"[{'disruptionIds': ['6b3d4450-ef95-4122-8729-06f472849c7f'], 'id': 'line:IDFM:C01429', 'name': 'Filéo Othis (sur réservation)', 'type': 'line'}]",2024-12-06T13:50:22.638Z
600,line:IDFM:C02060,Filéo Roissy Sud - Villeparisis et Mitry (sur réservation),Filéo RS,Bus,network:IDFM:1071,"[{'disruptionIds': ['6b3d4450-ef95-4122-8729-06f472849c7f'], 'id': 'line:IDFM:C02060', 'name': 'Filéo Roissy Sud - Villeparisis et Mitry (sur réservation)', 'type': 'line'}]",2024-12-06T13:50:22.638Z
601,line:IDFM:C01431,Filéo Sarcelles (sur réservation),Filéo SAR,Bus,network:IDFM:1071,"[{'disruptionIds': ['6b3d4450-ef95-4122-8729-06f472849c7f'], 'id': 'line:IDFM:C01431', 'name': 'Filéo Sarcelles (sur réservation)', 'type': 'line'}]",2024-12-06T13:50:22.638Z
602,line:IDFM:C01712,Filéo Survilliers (sur réservation),Filéo SF,Bus,network:IDFM:1071,"[{'disruptionIds': ['2cfa6d72-6e7b-11ef-bc51-0a58a9feac02', '4d0ff71e-84d6-11ef-b8e5-0a58a9feac02', '6c282a82-7b3e-11ef-a193-0a58a9feac02', '7ef4b712-b189-11ef-90f2-0a58a9feac02', '6b3d4450-ef95-4122-8729-06f472849c7f', 'e19e6bbc-a8c2-11ef-a448-0a58a9feac02'], 'id': 'line:IDFM:C01712', 'name': 'Filéo Survilliers (sur réservation)', 'type': 'line'}]",2024-12-06T13:50:22.638Z
603,line:IDFM:C01433,Filéo Villiers-le-Bel (sur réservation),Filéo VLB,Bus,network:IDFM:1071,"[{'disruptionIds': ['05710638-79b3-11ef-bc51-0a58a9feac02', '6b3d4450-ef95-4122-8729-06f472849c7f'], 'id': 'line:IDFM:C01433', 'name': 'Filéo Villiers-le-Bel (sur réservation)', 'type': 'line'}]",2024-12-06T13:50:22.638Z
604,line:IDFM:C00234,R7,R7,Bus,network:IDFM:1071,"[{'disruptionIds': ['819d5c7e-8ae4-11ef-8d26-0a58a9feac02'], 'id': 'line:IDFM:C00234', 'name': 'R7', 'type': 'line'}]",2024-12-06T13:50:22.638Z
605,line:IDFM:C01816,R114,R114,Bus,network:IDFM:1071,"[{'disruptionIds': ['5fbe04b4-f5ac-11ee-8953-0a58a9feac02'], 'id': 'line:IDFM:C01816', 'name': 'R114', 'type': 'line'}]",2024-12-06T13:50:22.638Z
606,line:IDFM:C00226,R117,R117,Bus,network:IDFM:1071,"[{'disruptionIds': ['5fbe04b4-f5ac-11ee-8953-0a58a9feac02'], 'id': 'line:IDFM:C00226', 'name': 'R117', 'type': 'line'}]",2024-12-06T13:50:22.638Z
607,line:IDFM:C01823,Fileo Saint-Pathus (sur réservation),St-Pathus,Bus,network:IDFM:1071,"[{'disruptionIds': ['6b3d4450-ef95-4122-8729-06f472849c7f'], 'id': 'line:IDFM:C01823', 'name': 'Fileo Saint-Pathus (sur réservation)', 'type': 'line'}]",2024-12-06T13:50:22.638Z
608,line:IDFM:C00144,8,8,Bus,network:IDFM:1062,"[{'disruptionIds': ['665b696a-b32a-11ef-ab9b-0a58a9feac02', 'ed6e65bc-886d-11ee-bc68-0a58a9feac02'], 'id': 'line:IDFM:C00144', 'name': '8', 'type': 'line'}]",2024-12-06T13:50:22.638Z
609,line:IDFM:C00145,9,9,Bus,network:IDFM:1062,"[{'disruptionIds': ['ba4cf3c6-95d0-11ef-aca5-0a58a9feac02'], 'id': 'line:IDFM:C00145', 'name': '9', 'type': 'line'}]",2024-12-06T13:50:22.638Z
610,line:IDFM:C00149,10,10,Bus,network:IDFM:1062,"[{'disruptionIds': ['ba4cf3c6-95d0-11ef-aca5-0a58a9feac02'], 'id': 'line:IDFM:C00149', 'name': '10', 'type': 'line'}]",2024-12-06T13:50:22.638Z
611,line:IDFM:C02615,11,11,Bus,network:IDFM:1062,"[{'disruptionIds': ['ba4cf3c6-95d0-11ef-aca5-0a58a9feac02'], 'id': 'line:IDFM:C02615', 'name': '11', 'type': 'line'}]",2024-12-06T13:50:22.638Z
612,line:IDFM:C00154,21,21,Bus,network:IDFM:1062,"[{'disruptionIds': ['ba4cf3c6-95d0-11ef-aca5-0a58a9feac02'], 'id': 'line:IDFM:C00154', 'name': '21', 'type': 'line'}]",2024-12-06T13:50:22.638Z
613,line:IDFM:C00143,Express 1,EX01,Bus,network:IDFM:1062,"[{'disruptionIds': ['ba4cf3c6-95d0-11ef-aca5-0a58a9feac02'], 'id': 'line:IDFM:C00143', 'name': 'Express 1', 'type': 'line'}]",2024-12-06T13:50:22.638Z
614,line:IDFM:C00161,R3 Nord,R3N,Bus,network:IDFM:1062,"[{'disruptionIds': ['5ce8fb2a-b0bb-11ef-90f2-0a58a9feac02'], 'id': 'line:IDFM:C00161', 'name': 'R3 Nord', 'type': 'line'}]",2024-12-06T13:50:22.638Z
615,line:IDFM:C00162,R3 Sud,R3S,Bus,network:IDFM:1062,"[{'disruptionIds': ['5ce8fb2a-b0bb-11ef-90f2-0a58a9feac02'], 'id': 'line:IDFM:C00162', 'name': 'R3 Sud', 'type': 'line'}]",2024-12-06T13:50:22.638Z
616,line:IDFM:C00156,R4,R4,Bus,network:IDFM:1062,"[{'disruptionIds': ['ed6e65bc-886d-11ee-bc68-0a58a9feac02'], 'id': 'line:IDFM:C00156', 'name': 'R4', 'type': 'line'}]",2024-12-06T13:50:22.638Z
617,line:IDFM:C02491,Soir Saint-Germain-en-Laye,Soir,Bus,network:IDFM:1062,"[{'disruptionIds': ['5ce8fb2a-b0bb-11ef-90f2-0a58a9feac02'], 'id': 'line:IDFM:C02491', 'name': 'Soir Saint-Germain-en-Laye', 'type': 'line'}]",2024-12-06T13:50:22.638Z
618,line:IDFM:C02503,TàD 78,TàD,Bus,network:IDFM:1062,"[{'disruptionIds': ['0b23033e-9087-11ef-984a-0a58a9feac02'], 'id': 'line:IDFM:C02503', 'name': 'TàD 78', 'type': 'line'}]",2024-12-06T13:50:22.638Z
619,line:IDFM:C01539,5103,5103,Bus,network:IDFM:1068,"[{'disruptionIds': ['4b0d7498-b2f6-11ef-ab9b-0a58a9feac02'], 'id': 'line:IDFM:C01539', 'name': '5103', 'type': 'line'}, {'disruptionIds': ['4b0d7498-b2f6-11ef-ab9b-0a58a9feac02'], 'id': 'stop_point:IDFM:423944', 'name': 'Villaroy', 'type': 'stop_point'}, {'disruptionIds': ['4b0d7498-b2f6-11ef-ab9b-0a58a9feac02'], 'id': 'stop_point:IDFM:4439', 'name': 'Haussmann', 'type': 'stop_point'}, {'disruptionIds': ['4b0d7498-b2f6-11ef-ab9b-0a58a9feac02'], 'id': 'stop_point:IDFM:423945', 'name': 'Villaroy', 'type': 'stop_point'}, {'disruptionIds': ['4b0d7498-b2f6-11ef-ab9b-0a58a9feac02'], 'id': 'stop_point:IDFM:4431', 'name': 'Haussmann', 'type': 'stop_point'}]",2024-12-06T13:50:22.638Z
620,line:IDFM:C02216,5123,5123,Bus,network:IDFM:1068,"[{'disruptionIds': ['5736d682-ab13-11ef-ab9b-0a58a9feac02'], 'id': 'stop_point:IDFM:4389', 'name': 'Les Fontaines', 'type': 'stop_point'}, {'disruptionIds': ['7be62aac-b15b-11ef-b233-0a58a9feac02'], 'id': 'stop_point:IDFM:4385', 'name': 'Mairie', 'type': 'stop_point'}]",2024-12-06T13:50:22.638Z
