,line_id,name,shortName,mode,networkId,impactedObjects,file_lastUpdatedDate
430,line:IDFM:C01097,61,61,Bus,network:IDFM:Operator_100,"[{'disruptionIds': ['54ede494-8a28-11ef-aca5-0a58a9feac02', 'b2730046-8a45-11ef-aca5-0a58a9feac02', '2b0e80d8-b3b4-11ef-845d-0a58a9feac02', '079f1cc0-b3d2-11ef-845d-0a58a9feac02'], 'id': 'line:IDFM:C01097', 'name': '61', 'type': 'line'}, {'disruptionIds': ['b2730046-8a45-11ef-aca5-0a58a9feac02', '2b0e80d8-b3b4-11ef-845d-0a58a9feac02'], 'id': 'stop_point:IDFM:37361', 'name': 'Manufacture des Tabacs', 'type': 'stop_point'}, {'disruptionIds': ['b2730046-8a45-11ef-aca5-0a58a9feac02', '2b0e80d8-b3b4-11ef-845d-0a58a9feac02'], 'id': 'stop_point:IDFM:30119', 'name': 'Église de Pantin - Métro', 'type': 'stop_point'}, {'disruptionIds': ['b2730046-8a45-11ef-aca5-0a58a9feac02', '2b0e80d8-b3b4-11ef-845d-0a58a9feac02'], 'id': 'stop_point:IDFM:37362', 'name': 'Charles Auray', 'type': 'stop_point'}, {'disruptionIds': ['b2730046-8a45-11ef-aca5-0a58a9feac02', '2b0e80d8-b3b4-11ef-845d-0a58a9feac02'], 'id': 'stop_point:IDFM:30117', 'name': 'Paul Bert - Cimetière', 'type': 'stop_point'}, {'disruptionIds': ['b2730046-8a45-11ef-aca5-0a58a9feac02', '2b0e80d8-b3b4-11ef-845d-0a58a9feac02'], 'id': 'stop_point:IDFM:30116', 'name': 'Candale - Stade de la Seigneurie', 'type': 'stop_point'}, {'disruptionIds': ['54ede494-8a28-11ef-aca5-0a58a9feac02', '079f1cc0-b3d2-11ef-845d-0a58a9feac02'], 'id': 'stop_point:IDFM:30118', 'name': 'Manufacture des Tabacs', 'type': 'stop_point'}, {'disruptionIds': ['54ede494-8a28-11ef-aca5-0a58a9feac02', '079f1cc0-b3d2-11ef-845d-0a58a9feac02'], 'id': 'stop_point:IDFM:30123', 'name': 'Cimetière', 'type': 'stop_point'}, {'disruptionIds': ['54ede494-8a28-11ef-aca5-0a58a9feac02', '079f1cc0-b3d2-11ef-845d-0a58a9feac02'], 'id': 'stop_point:IDFM:22337', 'name': 'Église de Pantin - Métro', 'type': 'stop_point'}, {'disruptionIds': ['54ede494-8a28-11ef-aca5-0a58a9feac02', '079f1cc0-b3d2-11ef-845d-0a58a9feac02'], 'id': 'stop_point:IDFM:30120', 'name': 'Paul Bert - Cimetière', 'type': 'stop_point'}, {'disruptionIds': ['54ede494-8a28-11ef-aca5-0a58a9feac02', '079f1cc0-b3d2-11ef-845d-0a58a9feac02'], 'id': 'stop_point:IDFM:28257', 'name': 'Charles Auray', 'type': 'stop_point'}, {'disruptionIds': ['54ede494-8a28-11ef-aca5-0a58a9feac02', '079f1cc0-b3d2-11ef-845d-0a58a9feac02'], 'id': 'stop_point:IDFM:35140', 'name': 'Cécile Faguet', 'type': 'stop_point'}]",2024-12-06T13:50:22.638Z
431,line:IDFM:C01098,62,62,Bus,network:IDFM:Operator_100,"[{'disruptionIds': ['3cad05ec-b2df-11ef-90f2-0a58a9feac02', 'f3ca74b6-b3a8-11ef-90f2-0a58a9feac02'], 'id': 'line:IDFM:C01098', 'name': '62', 'type': 'line'}, {'disruptionIds': ['f3ca74b6-b3a8-11ef-90f2-0a58a9feac02'], 'id': 'stop_point:IDFM:23616', 'name': 'René Coty', 'type': 'stop_point'}, {'disruptionIds': ['f3ca74b6-b3a8-11ef-90f2-0a58a9feac02'], 'id': 'stop_point:IDFM:23600', 'name': 'La Tombe Issoire', 'type': 'stop_point'}, {'disruptionIds': ['f3ca74b6-b3a8-11ef-90f2-0a58a9feac02'], 'id': 'stop_point:IDFM:37717', 'name': 'Alésia - Jean Moulin', 'type': 'stop_point'}, {'disruptionIds': ['f3ca74b6-b3a8-11ef-90f2-0a58a9feac02'], 'id': 'stop_point:IDFM:23606', 'name': 'Alésia - Général Leclerc', 'type': 'stop_point'}, {'disruptionIds': ['3cad05ec-b2df-11ef-90f2-0a58a9feac02'], 'id': 'stop_point:IDFM:22790', 'name': 'Alésia - Jean Moulin', 'type': 'stop_point'}, {'disruptionIds': ['3cad05ec-b2df-11ef-90f2-0a58a9feac02'], 'id': 'stop_point:IDFM:23614', 'name': 'Alésia - Général Leclerc', 'type': 'stop_point'}, {'disruptionIds': ['3cad05ec-b2df-11ef-90f2-0a58a9feac02'], 'id': 'stop_point:IDFM:26776', 'name': 'La Tombe Issoire', 'type': 'stop_point'}, {'disruptionIds': ['3cad05ec-b2df-11ef-90f2-0a58a9feac02'], 'id': 'stop_point:IDFM:23620', 'name': 'René Coty', 'type': 'stop_point'}]",2024-12-06T13:50:22.638Z
432,line:IDFM:C01099,63,63,Bus,network:IDFM:Operator_100,"[{'disruptionIds': ['84309dc6-b05e-11ef-b233-0a58a9feac02', '8ab600e6-b05e-11ef-845d-0a58a9feac02', 'eeb00830-8a2a-11ef-b0c7-0a58a9feac02', 'd54ed496-b3bc-11ef-90f2-0a58a9feac02', 'cf37d0da-b3bc-11ef-845d-0a58a9feac02'], 'id': 'line:IDFM:C01099', 'name': '63', 'type': 'line'}, {'disruptionIds': ['84309dc6-b05e-11ef-b233-0a58a9feac02'], 'id': 'stop_point:IDFM:478363', 'name': 'Pelouses de la Muette', 'type': 'stop_point'}, {'disruptionIds': ['84309dc6-b05e-11ef-b233-0a58a9feac02'], 'id': 'stop_point:IDFM:478359', 'name': 'Route de Suresnes', 'type': 'stop_point'}, {'disruptionIds': ['84309dc6-b05e-11ef-b233-0a58a9feac02'], 'id': 'stop_point:IDFM:37720', 'name': 'Porte de la Muette', 'type': 'stop_point'}, {'disruptionIds': ['84309dc6-b05e-11ef-b233-0a58a9feac02'], 'id': 'stop_point:IDFM:420586', 'name': ""Jardin d'Acclimatation"", 'type': 'stop_point'}, {'disruptionIds': ['84309dc6-b05e-11ef-b233-0a58a9feac02'], 'id': 'stop_point:IDFM:420592', 'name': 'Fondation L. Vuitton', 'type': 'stop_point'}, {'disruptionIds': ['84309dc6-b05e-11ef-b233-0a58a9feac02'], 'id': 'stop_point:IDFM:25322', 'name': 'Porte de la Muette - Octave Feuillet', 'type': 'stop_point'}, {'disruptionIds': ['eeb00830-8a2a-11ef-b0c7-0a58a9feac02', 'cf37d0da-b3bc-11ef-845d-0a58a9feac02'], 'id': 'stop_point:IDFM:35141', 'name': 'Solferino - Bellechasse', 'type': 'stop_point'}, {'disruptionIds': ['d54ed496-b3bc-11ef-90f2-0a58a9feac02'], 'id': 'stop_point:IDFM:25729', 'name': 'Université Paris VI', 'type': 'stop_point'}, {'disruptionIds': ['d54ed496-b3bc-11ef-90f2-0a58a9feac02'], 'id': 'stop_point:IDFM:37724', 'name': 'Institut du Monde Arabe', 'type': 'stop_point'}, {'disruptionIds': ['d54ed496-b3bc-11ef-90f2-0a58a9feac02'], 'id': 'stop_point:IDFM:25725', 'name': 'Cuvier', 'type': 'stop_point'}, {'disruptionIds': ['e0a4878c-b1b4-11ef-845d-0a58a9feac02', 'eeb00830-8a2a-11ef-b0c7-0a58a9feac02', 'cf37d0da-b3bc-11ef-845d-0a58a9feac02'], 'id': 'stop_point:IDFM:36305', 'name': 'Assemblée Nationale', 'type': 'stop_point'}, {'disruptionIds': ['e0a4878c-b1b4-11ef-845d-0a58a9feac02', 'eeb00830-8a2a-11ef-b0c7-0a58a9feac02', 'cf37d0da-b3bc-11ef-845d-0a58a9feac02'], 'id': 'stop_point:IDFM:29816', 'name': 'Lille - Université', 'type': 'stop_point'}, {'disruptionIds': ['8ab600e6-b05e-11ef-845d-0a58a9feac02'], 'id': 'stop_point:IDFM:478366', 'name': 'Pelouses de la Muette', 'type': 'stop_point'}, {'disruptionIds': ['8ab600e6-b05e-11ef-845d-0a58a9feac02'], 'id': 'stop_point:IDFM:478362', 'name': 'Route de Suresnes', 'type': 'stop_point'}, {'disruptionIds': ['8ab600e6-b05e-11ef-845d-0a58a9feac02'], 'id': 'stop_point:IDFM:25316', 'name': 'Porte de la Muette - Octave Feuillet', 'type': 'stop_point'}, {'disruptionIds': ['d54ed496-b3bc-11ef-90f2-0a58a9feac02'], 'id': 'stop_point:IDFM:36167', 'name': 'Quai de la Rapée', 'type': 'stop_point'}, {'disruptionIds': ['d54ed496-b3bc-11ef-90f2-0a58a9feac02'], 'id': 'stop_point:IDFM:37723', 'name': ""Gare d'Austerlitz"", 'type': 'stop_point'}, {'disruptionIds': ['d54ed496-b3bc-11ef-90f2-0a58a9feac02'], 'id': 'stop_point:IDFM:26362', 'name': 'Monge - Mutualité', 'type': 'stop_point'}, {'disruptionIds': ['8ab600e6-b05e-11ef-845d-0a58a9feac02'], 'id': 'stop_point:IDFM:420588', 'name': ""Jardin d'Acclimatation"", 'type': 'stop_point'}, {'disruptionIds': ['8ab600e6-b05e-11ef-845d-0a58a9feac02'], 'id': 'stop_point:IDFM:420591', 'name': 'Fondation L. Vuitton', 'type': 'stop_point'}, {'disruptionIds': ['a3b9ae66-b294-11ef-a448-0a58a9feac02', 'eeb00830-8a2a-11ef-b0c7-0a58a9feac02', 'cf37d0da-b3bc-11ef-845d-0a58a9feac02'], 'id': 'stop_point:IDFM:37722', 'name': 'Pont Alexandre III', 'type': 'stop_point'}]",2024-12-06T13:50:22.638Z
433,line:IDFM:C01102,66,66,Bus,network:IDFM:Operator_100,"[{'disruptionIds': ['7b855cae-b2be-11ef-90f2-0a58a9feac02', 'b536191e-b3d3-11ef-ab9b-0a58a9feac02'], 'id': 'line:IDFM:C01102', 'name': '66', 'type': 'line'}, {'disruptionIds': ['7b855cae-b2be-11ef-90f2-0a58a9feac02'], 'id': 'stop_point:IDFM:462567', 'name': 'Pont Cardinet - Batignolles', 'type': 'stop_point'}, {'disruptionIds': ['7b855cae-b2be-11ef-90f2-0a58a9feac02'], 'id': 'stop_point:IDFM:37510', 'name': 'Gare Saint-Lazare - Rome', 'type': 'stop_point'}, {'disruptionIds': ['7b855cae-b2be-11ef-90f2-0a58a9feac02'], 'id': 'stop_point:IDFM:28406', 'name': 'Gare Saint-Lazare', 'type': 'stop_point'}, {'disruptionIds': ['7b855cae-b2be-11ef-90f2-0a58a9feac02'], 'id': 'stop_point:IDFM:25751', 'name': 'La Condamine', 'type': 'stop_point'}, {'disruptionIds': ['7b855cae-b2be-11ef-90f2-0a58a9feac02'], 'id': 'stop_point:IDFM:25754', 'name': 'Boulevard des Batignolles', 'type': 'stop_point'}, {'disruptionIds': ['7b855cae-b2be-11ef-90f2-0a58a9feac02'], 'id': 'stop_point:IDFM:40846', 'name': 'Mairie du 17ème', 'type': 'stop_point'}, {'disruptionIds': ['7b855cae-b2be-11ef-90f2-0a58a9feac02'], 'id': 'stop_point:IDFM:41653', 'name': 'Square des Batignolles', 'type': 'stop_point'}, {'disruptionIds': ['7b855cae-b2be-11ef-90f2-0a58a9feac02'], 'id': 'stop_point:IDFM:40838', 'name': 'Parc Martin Luther King', 'type': 'stop_point'}, {'disruptionIds': ['7b855cae-b2be-11ef-90f2-0a58a9feac02'], 'id': 'stop_point:IDFM:37928', 'name': 'Bucarest', 'type': 'stop_point'}, {'disruptionIds': ['7b855cae-b2be-11ef-90f2-0a58a9feac02'], 'id': 'stop_point:IDFM:8412', 'name': 'Europe', 'type': 'stop_point'}, {'disruptionIds': ['b536191e-b3d3-11ef-ab9b-0a58a9feac02'], 'id': 'stop_point:IDFM:24702', 'name': 'Mairie du 17e', 'type': 'stop_point'}, {'disruptionIds': ['b536191e-b3d3-11ef-ab9b-0a58a9feac02'], 'id': 'stop_point:IDFM:25753', 'name': 'Boulevard des Batignolles', 'type': 'stop_point'}, {'disruptionIds': ['b536191e-b3d3-11ef-ab9b-0a58a9feac02'], 'id': 'stop_point:IDFM:27112', 'name': 'Lobligeois', 'type': 'stop_point'}, {'disruptionIds': ['b536191e-b3d3-11ef-ab9b-0a58a9feac02'], 'id': 'stop_point:IDFM:41652', 'name': 'Pont Cardinet - Batignolles', 'type': 'stop_point'}, {'disruptionIds': ['b536191e-b3d3-11ef-ab9b-0a58a9feac02'], 'id': 'stop_point:IDFM:427588', 'name': 'Parc Martin Luther King', 'type': 'stop_point'}, {'disruptionIds': ['b536191e-b3d3-11ef-ab9b-0a58a9feac02'], 'id': 'stop_point:IDFM:9105', 'name': 'Bucarest', 'type': 'stop_point'}]",2024-12-06T13:50:22.638Z
434,line:IDFM:C01103,67,67,Bus,network:IDFM:Operator_100,"[{'disruptionIds': ['c688e972-b23d-11ef-a448-0a58a9feac02'], 'id': 'line:IDFM:C01103', 'name': '67', 'type': 'line'}, {'disruptionIds': ['c688e972-b23d-11ef-a448-0a58a9feac02'], 'id': 'stop_point:IDFM:26184', 'name': 'Île Saint-Louis', 'type': 'stop_point'}, {'disruptionIds': ['c688e972-b23d-11ef-a448-0a58a9feac02'], 'id': 'stop_point:IDFM:28020', 'name': 'Pont Louis Philippe', 'type': 'stop_point'}, {'disruptionIds': ['c688e972-b23d-11ef-a448-0a58a9feac02'], 'id': 'stop_point:IDFM:37724', 'name': 'Institut du Monde Arabe', 'type': 'stop_point'}]",2024-12-06T13:50:22.638Z
435,line:IDFM:C01104,68,68,Bus,network:IDFM:Operator_100,"[{'disruptionIds': ['e886d78c-b39b-11ef-a448-0a58a9feac02'], 'id': 'line:IDFM:C01104', 'name': '68', 'type': 'line'}, {'disruptionIds': ['e886d78c-b39b-11ef-a448-0a58a9feac02'], 'id': 'stop_point:IDFM:40257', 'name': ""Porte d'Orléans"", 'type': 'stop_point'}, {'disruptionIds': ['e886d78c-b39b-11ef-a448-0a58a9feac02'], 'id': 'stop_point:IDFM:7842', 'name': 'Gabrielle De Guerchy', 'type': 'stop_point'}, {'disruptionIds': ['e886d78c-b39b-11ef-a448-0a58a9feac02'], 'id': 'stop_point:IDFM:419056', 'name': ""Porte d'Orléans - Ernest Reyer"", 'type': 'stop_point'}, {'disruptionIds': ['a3b9ae66-b294-11ef-a448-0a58a9feac02'], 'id': 'stop_point:IDFM:26183', 'name': 'Henry de Montherlant', 'type': 'stop_point'}, {'disruptionIds': ['a3b9ae66-b294-11ef-a448-0a58a9feac02'], 'id': 'stop_point:IDFM:22637', 'name': 'Pont du Carrousel - Quai Voltaire', 'type': 'stop_point'}, {'disruptionIds': ['e886d78c-b39b-11ef-a448-0a58a9feac02'], 'id': 'stop_point:IDFM:21274', 'name': 'Mairie de Montrouge', 'type': 'stop_point'}]",2024-12-06T13:50:22.638Z
436,line:IDFM:C01105,69,69,Bus,network:IDFM:Operator_100,"[{'disruptionIds': ['27591c2c-b338-11ef-ab9b-0a58a9feac02', '217b98b6-b338-11ef-a448-0a58a9feac02', '392221b2-b3cc-11ef-845d-0a58a9feac02'], 'id': 'line:IDFM:C01105', 'name': '69', 'type': 'line'}, {'disruptionIds': ['a3b9ae66-b294-11ef-a448-0a58a9feac02'], 'id': 'stop_point:IDFM:26183', 'name': 'Henry de Montherlant', 'type': 'stop_point'}, {'disruptionIds': ['27591c2c-b338-11ef-ab9b-0a58a9feac02'], 'id': 'stop_point:IDFM:26295', 'name': 'Grenelle - Bellechasse', 'type': 'stop_point'}, {'disruptionIds': ['27591c2c-b338-11ef-ab9b-0a58a9feac02'], 'id': 'stop_point:IDFM:472157', 'name': 'Solférino - Bellechasse', 'type': 'stop_point'}, {'disruptionIds': ['a3b9ae66-b294-11ef-a448-0a58a9feac02'], 'id': 'stop_point:IDFM:22637', 'name': 'Pont du Carrousel - Quai Voltaire', 'type': 'stop_point'}, {'disruptionIds': ['27591c2c-b338-11ef-ab9b-0a58a9feac02'], 'id': 'stop_point:IDFM:26298', 'name': 'Rue du Bac - René Char', 'type': 'stop_point'}, {'disruptionIds': ['392221b2-b3cc-11ef-845d-0a58a9feac02'], 'id': 'stop_point:IDFM:37546', 'name': 'Rue de Jouy', 'type': 'stop_point'}, {'disruptionIds': ['392221b2-b3cc-11ef-845d-0a58a9feac02'], 'id': 'stop_point:IDFM:26175', 'name': 'Saint-Paul', 'type': 'stop_point'}, {'disruptionIds': ['392221b2-b3cc-11ef-845d-0a58a9feac02'], 'id': 'stop_point:IDFM:422525', 'name': 'Hôtel de Ville', 'type': 'stop_point'}, {'disruptionIds': ['392221b2-b3cc-11ef-845d-0a58a9feac02'], 'id': 'stop_point:IDFM:26173', 'name': 'Birague', 'type': 'stop_point'}]",2024-12-06T13:50:22.638Z
437,line:IDFM:C01106,70,70,Bus,network:IDFM:Operator_100,"[{'disruptionIds': ['4948e586-b394-11ef-ab9b-0a58a9feac02', '546c0a10-8a36-11ef-aca5-0a58a9feac02'], 'id': 'line:IDFM:C01106', 'name': '70', 'type': 'line'}, {'disruptionIds': ['4948e586-b394-11ef-ab9b-0a58a9feac02', '546c0a10-8a36-11ef-aca5-0a58a9feac02'], 'id': 'stop_point:IDFM:478420', 'name': 'Henri Sellier - Pont de Suresnes', 'type': 'stop_point'}, {'disruptionIds': ['4948e586-b394-11ef-ab9b-0a58a9feac02', '546c0a10-8a36-11ef-aca5-0a58a9feac02'], 'id': 'stop_point:IDFM:26094', 'name': 'De Gaulle', 'type': 'stop_point'}, {'disruptionIds': ['4948e586-b394-11ef-ab9b-0a58a9feac02', '546c0a10-8a36-11ef-aca5-0a58a9feac02'], 'id': 'stop_point:IDFM:7937', 'name': 'Mairie de Suresnes', 'type': 'stop_point'}, {'disruptionIds': ['4948e586-b394-11ef-ab9b-0a58a9feac02', '546c0a10-8a36-11ef-aca5-0a58a9feac02'], 'id': 'stop_point:IDFM:24318', 'name': 'Pont de Suresnes', 'type': 'stop_point'}, {'disruptionIds': ['4948e586-b394-11ef-ab9b-0a58a9feac02', '546c0a10-8a36-11ef-aca5-0a58a9feac02'], 'id': 'stop_point:IDFM:34183', 'name': 'Henri IV', 'type': 'stop_point'}]",2024-12-06T13:50:22.638Z
438,line:IDFM:C02246,71,71,Bus,network:IDFM:Operator_100,"[{'disruptionIds': ['2bbd25f2-a8a6-11ef-b233-0a58a9feac02', '69b5f222-b3c7-11ef-845d-0a58a9feac02'], 'id': 'line:IDFM:C02246', 'name': '71', 'type': 'line'}, {'disruptionIds': ['2bbd25f2-a8a6-11ef-b233-0a58a9feac02'], 'id': 'stop_point:IDFM:463611', 'name': 'Emile Durkheim', 'type': 'stop_point'}, {'disruptionIds': ['69b5f222-b3c7-11ef-845d-0a58a9feac02'], 'id': 'stop_point:IDFM:26720', 'name': 'Ourcq', 'type': 'stop_point'}, {'disruptionIds': ['2bbd25f2-a8a6-11ef-b233-0a58a9feac02'], 'id': 'stop_point:IDFM:463659', 'name': 'Bibliothèque Francois Mitterrand', 'type': 'stop_point'}, {'disruptionIds': ['2bbd25f2-a8a6-11ef-b233-0a58a9feac02'], 'id': 'stop_point:IDFM:472626', 'name': 'Quai de la Gare', 'type': 'stop_point'}, {'disruptionIds': ['2bbd25f2-a8a6-11ef-b233-0a58a9feac02'], 'id': 'stop_point:IDFM:463613', 'name': 'Bercy - Arena', 'type': 'stop_point'}, {'disruptionIds': ['69b5f222-b3c7-11ef-845d-0a58a9feac02'], 'id': 'stop_point:IDFM:36683', 'name': ""Canal de l'Ourcq"", 'type': 'stop_point'}, {'disruptionIds': ['69b5f222-b3c7-11ef-845d-0a58a9feac02'], 'id': 'stop_point:IDFM:36686', 'name': 'Ourcq - Jean Jaurès', 'type': 'stop_point'}, {'disruptionIds': ['69b5f222-b3c7-11ef-845d-0a58a9feac02'], 'id': 'stop_point:IDFM:36688', 'name': 'Flandre', 'type': 'stop_point'}, {'disruptionIds': ['69b5f222-b3c7-11ef-845d-0a58a9feac02'], 'id': 'stop_point:IDFM:35829', 'name': 'Flandre - Alphonse Karr / Corentin Cariou', 'type': 'stop_point'}, {'disruptionIds': ['69b5f222-b3c7-11ef-845d-0a58a9feac02'], 'id': 'stop_point:IDFM:463605', 'name': 'Cambrai', 'type': 'stop_point'}, {'disruptionIds': ['2bbd25f2-a8a6-11ef-b233-0a58a9feac02'], 'id': 'stop_point:IDFM:25727', 'name': 'Gare de Bercy', 'type': 'stop_point'}]",2024-12-06T13:50:22.638Z
439,line:IDFM:C01108,73,73,Bus,network:IDFM:Operator_100,"[{'disruptionIds': ['a3b9ae66-b294-11ef-a448-0a58a9feac02', 'e0a4878c-b1b4-11ef-845d-0a58a9feac02'], 'id': 'stop_point:IDFM:8434', 'name': 'Assemblée Nationale', 'type': 'stop_point'}]",2024-12-06T13:50:22.638Z
440,line:IDFM:C01110,75,75,Bus,network:IDFM:Operator_100,"[{'disruptionIds': ['1dd01802-b240-11ef-845d-0a58a9feac02', '1a3e8e8a-b3d5-11ef-845d-0a58a9feac02'], 'id': 'line:IDFM:C01110', 'name': '75', 'type': 'line'}, {'disruptionIds': ['1dd01802-b240-11ef-845d-0a58a9feac02'], 'id': 'stop_point:IDFM:36737', 'name': ""Pont de l'Archevêché"", 'type': 'stop_point'}, {'disruptionIds': ['1dd01802-b240-11ef-845d-0a58a9feac02'], 'id': 'stop_point:IDFM:37561', 'name': 'Institut du Monde Arabe', 'type': 'stop_point'}, {'disruptionIds': ['1dd01802-b240-11ef-845d-0a58a9feac02'], 'id': 'stop_point:IDFM:478392', 'name': 'Hôtel de Ville', 'type': 'stop_point'}, {'disruptionIds': ['1dd01802-b240-11ef-845d-0a58a9feac02'], 'id': 'stop_point:IDFM:24841', 'name': 'La Verrerie', 'type': 'stop_point'}, {'disruptionIds': ['1dd01802-b240-11ef-845d-0a58a9feac02'], 'id': 'stop_point:IDFM:463552', 'name': ""Pont d'Arcole"", 'type': 'stop_point'}, {'disruptionIds': ['1dd01802-b240-11ef-845d-0a58a9feac02'], 'id': 'stop_point:IDFM:463541', 'name': 'Quai aux Fleurs-Pont St-Louis', 'type': 'stop_point'}, {'disruptionIds': ['1a3e8e8a-b3d5-11ef-845d-0a58a9feac02'], 'id': 'stop_point:IDFM:40849', 'name': 'Grange aux Belles - Juliette Dodu', 'type': 'stop_point'}, {'disruptionIds': ['1a3e8e8a-b3d5-11ef-845d-0a58a9feac02'], 'id': 'stop_point:IDFM:37705', 'name': 'Hôpital Saint-Louis', 'type': 'stop_point'}, {'disruptionIds': ['1a3e8e8a-b3d5-11ef-845d-0a58a9feac02'], 'id': 'stop_point:IDFM:28261', 'name': 'Colonel Fabien', 'type': 'stop_point'}]",2024-12-06T13:50:22.638Z
441,line:IDFM:C01111,76,76,Bus,network:IDFM:Operator_100,"[{'disruptionIds': ['59f26afc-b19a-11ef-ab9b-0a58a9feac02', 'b10b2c66-b2fd-11ef-ab9b-0a58a9feac02', 'e5bf23fa-b275-11ef-845d-0a58a9feac02'], 'id': 'line:IDFM:C01111', 'name': '76', 'type': 'line'}, {'disruptionIds': ['59f26afc-b19a-11ef-ab9b-0a58a9feac02'], 'id': 'stop_point:IDFM:37546', 'name': 'Rue de Jouy', 'type': 'stop_point'}, {'disruptionIds': ['59f26afc-b19a-11ef-ab9b-0a58a9feac02'], 'id': 'stop_point:IDFM:26175', 'name': 'Saint-Paul', 'type': 'stop_point'}, {'disruptionIds': ['b10b2c66-b2fd-11ef-ab9b-0a58a9feac02'], 'id': 'stop_point:IDFM:26338', 'name': 'Les Malassis', 'type': 'stop_point'}, {'disruptionIds': ['b10b2c66-b2fd-11ef-ab9b-0a58a9feac02'], 'id': 'stop_point:IDFM:26332', 'name': 'Gallieni', 'type': 'stop_point'}, {'disruptionIds': ['b10b2c66-b2fd-11ef-ab9b-0a58a9feac02'], 'id': 'stop_point:IDFM:26335', 'name': 'Pierre Curie', 'type': 'stop_point'}, {'disruptionIds': ['b10b2c66-b2fd-11ef-ab9b-0a58a9feac02'], 'id': 'stop_point:IDFM:26328', 'name': 'Mairie', 'type': 'stop_point'}, {'disruptionIds': ['b10b2c66-b2fd-11ef-ab9b-0a58a9feac02'], 'id': 'stop_point:IDFM:26333', 'name': 'Eglise de Bagnolet', 'type': 'stop_point'}, {'disruptionIds': ['59f26afc-b19a-11ef-ab9b-0a58a9feac02'], 'id': 'stop_point:IDFM:422525', 'name': 'Hôtel de Ville', 'type': 'stop_point'}, {'disruptionIds': ['59f26afc-b19a-11ef-ab9b-0a58a9feac02'], 'id': 'stop_point:IDFM:26173', 'name': 'Birague', 'type': 'stop_point'}, {'disruptionIds': ['e5bf23fa-b275-11ef-845d-0a58a9feac02'], 'id': 'stop_point:IDFM:480633', 'name': 'Pierre Curie', 'type': 'stop_point'}, {'disruptionIds': ['e5bf23fa-b275-11ef-845d-0a58a9feac02'], 'id': 'stop_point:IDFM:36950', 'name': 'Mairie', 'type': 'stop_point'}, {'disruptionIds': ['e5bf23fa-b275-11ef-845d-0a58a9feac02'], 'id': 'stop_point:IDFM:7828', 'name': 'Marie-Anne Colombier', 'type': 'stop_point'}, {'disruptionIds': ['e5bf23fa-b275-11ef-845d-0a58a9feac02'], 'id': 'stop_point:IDFM:7766', 'name': 'La Poste', 'type': 'stop_point'}, {'disruptionIds': ['e5bf23fa-b275-11ef-845d-0a58a9feac02'], 'id': 'stop_point:IDFM:37552', 'name': 'Centre de santé', 'type': 'stop_point'}, {'disruptionIds': ['e5bf23fa-b275-11ef-845d-0a58a9feac02'], 'id': 'stop_point:IDFM:26334', 'name': 'Eglise de Bagnolet', 'type': 'stop_point'}]",2024-12-06T13:50:22.638Z
442,line:IDFM:C01112,80,80,Bus,network:IDFM:Operator_100,"[{'disruptionIds': ['00911952-b3a9-11ef-a448-0a58a9feac02'], 'id': 'line:IDFM:C01112', 'name': '80', 'type': 'line'}, {'disruptionIds': ['00911952-b3a9-11ef-a448-0a58a9feac02'], 'id': 'stop_point:IDFM:27047', 'name': 'Convention - Lecourbe', 'type': 'stop_point'}, {'disruptionIds': ['00911952-b3a9-11ef-a448-0a58a9feac02'], 'id': 'stop_point:IDFM:24264', 'name': 'Cambronne - Lecourbe', 'type': 'stop_point'}, {'disruptionIds': ['00911952-b3a9-11ef-a448-0a58a9feac02'], 'id': 'stop_point:IDFM:24266', 'name': 'Miollis', 'type': 'stop_point'}, {'disruptionIds': ['00911952-b3a9-11ef-a448-0a58a9feac02'], 'id': 'stop_point:IDFM:8446', 'name': 'Abbé Groult', 'type': 'stop_point'}, {'disruptionIds': ['00911952-b3a9-11ef-a448-0a58a9feac02'], 'id': 'stop_point:IDFM:24268', 'name': 'La Motte Picquet - Grenelle', 'type': 'stop_point'}, {'disruptionIds': ['00911952-b3a9-11ef-a448-0a58a9feac02'], 'id': 'stop_point:IDFM:24263', 'name': 'Cambronne', 'type': 'stop_point'}, {'disruptionIds': ['00911952-b3a9-11ef-a448-0a58a9feac02'], 'id': 'stop_point:IDFM:24270', 'name': 'Duranton', 'type': 'stop_point'}, {'disruptionIds': ['00911952-b3a9-11ef-a448-0a58a9feac02'], 'id': 'stop_point:IDFM:39323', 'name': 'Mairie du 15e', 'type': 'stop_point'}]",2024-12-06T13:50:22.638Z
